i	j	d
7	16	6.8497148533
7	17	6.449542721
7	18	2.2136529075
7	19	6.5558060145
7	20	2.4212709192
7	21	5.8007291191
7	22	3.3018979068
7	23	5.5664292465
7	24	4.6634995489
7	25	2.1801292762
7	26	2.9585886523
7	27	4.1529095374
7	28	4.2601130382
7	29	3.6932074035
7	30	4.6621273591
7	31	2.80269323
7	32	4.1853001542
7	33	4.8798192171
7	34	5.0048565906
7	35	6.6888682617
7	36	6.7853587939
7	37	6.2093192573
7	38	3.942623361
7	39	4.0841206201
7	40	4.6860940376
7	41	5.594424235
7	42	3.7068674656
7	43	2.2568411479
7	44	2.4550268992
7	45	4.2465977526
7	46	6.8862641467
7	47	5.4419331995
7	48	5.1172803408
7	49	5.5146960074
7	50	5.2922139965
7	51	4.7508691688
7	52	2.8993590744
7	53	3.3175472321
7	54	6.6127916521
7	55	6.0011103679
7	56	5.6928530264
7	57	2.6322039341
7	58	2.858397135
7	59	3.2917043438
7	60	5.5821134334
7	61	2.9326516841
7	62	4.2094373159
7	63	4.3179877816
7	64	3.7061109313
7	65	3.7425925642
7	66	2.6735878953
7	67	6.6868312218
7	68	6.1740464322
7	69	3.4218163031
7	70	3.5173924419
7	71	2.1159346384
7	72	4.9931940106
7	73	2.1351604495
7	74	5.8841335168
7	75	6.4984502878
7	76	2.9894396788
7	77	3.2009543326
7	78	4.6060843084
7	79	3.6070619256
7	80	3.1705100751
7	81	5.9116561897
7	82	4.856873373
7	83	6.7827537822
7	84	4.9019692135
7	85	4.2477535867
7	86	3.9545094608
7	87	6.596155877
7	88	3.0212754277
7	89	2.9713376225
7	90	2.3068250978
7	91	6.9853959423
7	92	5.5093043551
7	93	3.951967658
7	94	2.1080334816
7	95	3.1686681356
7	96	4.9930350315
7	97	4.9890103443
7	98	2.7461666482
7	99	4.4812298536
7	100	2.9949149126
7	101	3.4728580352
7	102	3.472492214
7	103	2.8024528417
7	104	5.9578809049
7	105	5.9821386426
7	106	3.7033240859
7	107	2.3261655477
7	108	2.8865870959
7	109	6.163056763
7	110	6.8040684265
7	111	3.8660495416
7	112	4.5159446744
7	113	6.9434913299
7	114	6.8811779054
7	115	4.5775432156
7	116	4.7099351714
7	117	6.5525183596
7	118	2.4602516584
7	119	5.0018198597
7	120	4.7334104747
7	121	3.1413217155
7	122	4.9672896014
7	123	4.7745701874
7	124	4.545006586
7	125	2.226835583
7	126	4.2231896092
7	127	6.5240933795
7	128	3.9799100384
7	129	5.0050757495
7	130	2.4727293227
7	131	4.3384928342
7	132	4.5207371486
7	133	2.32108336
7	134	2.1213674131
7	135	5.3779813365
7	136	3.3124752866
7	137	4.0992952059
7	138	2.3173356877
7	139	6.3368723217
7	140	3.3386546547
7	141	6.3084883081
7	142	6.9403931317
7	143	4.8665036046
7	144	4.2230401902
7	145	6.6595017215
7	146	6.7632754872
7	147	6.3808593295
7	148	2.9323941362
7	149	5.1113201231
7	150	2.6511354636
7	151	3.8788990341
7	152	5.5398077259
7	153	2.7198218399
7	154	3.7702303649
7	155	5.2529609409
7	156	5.3637593283
7	157	3.4373773134
7	158	5.4875752421
7	159	6.2781786454
7	160	4.8271463853
7	161	5.5586868499
7	162	3.0527159628
7	163	2.2342743707
7	164	6.1632620521
7	165	3.477787337
7	166	2.3267879134
7	167	4.0604056944
7	168	4.1332987897
7	169	4.9856429635
7	170	5.3435681501
7	171	4.793313967
7	172	5.506981923
7	173	4.4056755926
7	174	6.198925851
7	175	5.4218427066
7	176	4.0800639233
7	177	3.1162007722
7	178	3.4311735828
7	179	3.2977519428
7	180	6.6719010895
7	181	6.4934585781
7	182	5.4515364251
7	183	5.6533299175
7	184	6.977164329
7	185	4.9971042452
7	186	3.352780427
7	187	5.8940940024
7	188	2.1676930581
7	189	6.2154426916
7	190	2.1117193909
7	191	6.4427148762
7	192	4.3155613278
7	193	6.2961591619
7	194	4.5657392096
7	195	5.174146697
7	196	5.0074626827
7	197	2.1093802928
7	198	2.0860488788
7	199	3.9313205438
7	200	3.837418795
7	201	4.7752500762
7	202	4.1450753054
7	203	5.2561219918
7	204	2.7012953636
7	205	6.5162753479
7	206	4.8237231019
7	207	3.3995812118
7	208	4.2144861599
7	209	5.8383953547
7	210	6.2887021598
7	211	2.8147481763
7	212	3.2003400462
7	213	2.5328521228
7	214	6.6760364457
7	215	6.9406461883
7	216	5.0006348635
8	9	4.3842300532
8	10	5.181281387
8	11	3.0661256691
8	12	2.4777618686
8	13	2.1689566347
8	14	3.9982805881
8	15	2.5425258449
8	16	3.6955313863
8	17	5.1337769321
8	18	4.1072239788
8	19	3.3470648608
8	20	4.590279429
8	21	5.8142504561
8	22	3.6974360015
8	23	6.0894832923
8	24	3.0657700692
8	25	6.7361300908
8	26	3.7716932398
8	27	5.166056987
8	28	4.0639773025
8	29	6.494957004
8	30	6.3320255374
8	31	5.7765442761
8	32	4.621392411
8	33	4.63113581
8	34	2.5999532275
8	35	5.1676068474
8	36	4.985116112
8	37	2.7672586063
8	38	6.5699827185
8	39	2.2879509028
8	40	4.4813033861
8	41	5.4343155164
8	42	5.1819465026
8	43	4.7286667832
8	44	4.4425442458
8	45	6.2209517044
8	46	4.5684379868
8	47	5.5445561137
8	48	6.7661159652
8	49	5.8612656034
8	50	2.6872200527
8	51	5.3995484227
8	52	3.2600947084
8	53	4.0115714972
8	54	6.0600131844
8	55	5.518532635
8	56	4.4764221988
8	57	2.8375466828
8	58	3.3405383012
8	59	3.3996755804
8	60	2.8040734524
8	61	4.1670656312
8	62	2.6834526969
8	63	6.2472269522
8	64	5.5707574541
8	65	6.434166122
8	66	4.1203710451
8	67	6.9267341615
8	68	6.0090160486
8	69	4.4287447228
8	70	4.1862019027
8	71	3.0466539655
8	72	2.1018278162
8	73	2.4593672256
8	74	4.6681439451
8	75	5.3853307359
8	76	4.8376446841
8	77	2.8231327756
8	78	5.3904166512
8	79	6.2282357925
8	80	4.1683769893
8	81	4.4755800364
8	82	2.481146367
8	83	3.7956217922
8	84	4.1473838096
8	85	2.571950679
8	86	3.2569178693
8	87	5.5181056445
8	88	2.1232109988
8	89	5.1392868157
8	90	2.443948142
8	91	6.5148043658
8	92	4.7122864536
8	93	5.4548237517
8	94	5.2157374538
8	95	3.8635290544
8	96	6.6894558844
8	97	2.9018429676
8	98	5.8604865544
8	99	6.2327205717
8	100	6.8287076875
8	101	4.1951287576
8	102	6.3748498286
8	103	4.5552564732
8	104	4.358784225
8	105	3.0346390545
8	106	5.243728377
8	107	3.1836624244
8	108	2.8916801218
8	109	6.9320890545
8	110	6.4040006327
8	111	3.2683669111
8	112	6.7861701482
8	113	4.4421001447
8	114	2.4181123923
8	115	5.9603215195
8	116	3.1038387013
8	117	3.2780203909
8	118	3.4827549232
8	119	2.8787615345
8	120	6.1621158035
8	121	3.8640418103
8	122	5.448776914
8	123	6.5397514568
8	124	6.39777225
8	125	4.1600972312
8	126	5.6832860222
8	127	4.4096479674
8	128	4.7466757352
8	129	3.9204632551
8	130	4.3038327868
8	131	6.7944360528
8	132	5.5979419521
8	133	5.3503201713
8	134	5.2361614184
8	135	6.2210593048
8	136	3.8694467735
8	137	3.9440816166
8	138	4.1685240311
8	139	5.1062527528
8	140	2.3948875193
8	141	6.316755626
8	142	4.4576343491
8	143	2.0179633848
8	144	6.9656490702
8	145	2.0516110426
8	146	4.4185256927
8	147	3.5989425204
8	148	2.1639471413
8	149	2.7398358294
8	150	2.3068507138
8	151	6.7763618546
8	152	5.0895523229
8	153	3.2870456331
8	154	6.6275156432
8	155	5.5264765371
8	156	4.9400448911
8	157	4.2733252948
8	158	6.1078389455
8	159	3.6506115564
8	160	4.8209184752
8	161	4.1874255395
8	162	6.5898782227
8	163	3.0234928741
8	164	6.7814504522
8	165	6.8645456065
8	166	2.3432919971
8	167	3.700682103
8	168	5.9155844804
8	169	2.9981382014
8	170	6.9826636398
8	171	3.7586805982
8	172	5.6562310735
8	173	3.0052312682
8	174	2.1620230801
8	175	2.7472136993
8	176	2.4435390329
8	177	6.7242743334
8	178	3.4207075892
8	179	2.8115874235
8	180	4.238848697
8	181	5.310732105
8	182	3.2274444831
8	183	5.8343766629
8	184	5.438944923
8	185	4.4420253897
8	186	4.4519660056
8	187	2.7683544679
8	188	2.3088606476
8	189	5.7164848734
8	190	4.0129172257
8	191	4.9394190912
8	192	4.0005542585
8	193	3.7333189918
8	194	6.7647796104
8	195	5.2783902149
8	196	2.0910444861
8	197	4.6059332083
8	198	6.0275932099
8	199	3.9336120234
8	200	3.9216947872
8	201	3.8874283772
8	202	5.5702749754
8	203	3.9411349236
8	204	5.6507541913
8	205	2.9658303954
8	206	4.1815617695
8	207	3.1737792269
8	208	6.3849635703
8	209	4.1806662354
8	210	3.3324387541
8	211	5.121902709
8	212	4.0655320338
8	213	2.1245761524
8	214	4.7322928504
8	215	3.1767431517
8	216	4.4426296761
9	10	4.4540112621
9	11	2.0442113402
9	12	2.3117512657
9	13	6.0415967391
9	14	3.0702008759
9	15	6.3098055615
9	16	5.3586544187
9	17	2.4235631625
9	18	4.2236196195
9	19	3.3595698757
9	20	2.703490903
9	21	3.7622908981
9	22	6.5578158039
9	23	4.0229972932
9	24	3.9965921701
9	25	6.0087364772
9	26	2.525887795
9	27	2.1735428652
9	28	3.5288855725
9	29	5.640109896
9	30	5.3116810039
9	31	4.7792865656
9	32	4.2642511419
9	33	5.4195569639
9	34	2.7346481391
9	35	5.4969992929
9	36	2.8414249336
9	37	5.4040500496
9	38	2.8662015693
9	39	6.5408524757
9	40	5.5971109586
9	41	6.3211570379
9	42	3.2690898014
9	43	6.754749087
9	44	5.3138333556
9	45	2.6717639676
9	46	5.1204107814
9	47	4.3377047886
9	48	4.5893887051
9	49	6.6362562453
9	50	3.4508078161
9	51	6.1594309938
9	52	6.4459142068
9	53	6.5011495866
9	54	5.5179272962
9	55	6.4589691444
9	56	6.1611924391
9	57	4.7347159212
9	58	6.8336251638
9	59	5.9249638253
9	60	2.2298687213
9	61	4.1924212189
9	62	5.9336892096
9	63	5.5774182149
9	64	2.9125798433
9	65	6.8479551216
9	66	3.8229979518
9	67	6.8076509264
9	68	2.5022158942
9	69	6.2373863278
9	70	4.2669868857
9	71	4.043571706
9	72	4.9859933853
9	73	4.3014235065
9	74	5.8040593214
9	75	3.2929218105
9	76	3.3712875482
9	77	5.1788343648
9	78	5.8594648586
9	79	4.4823382043
9	80	4.4299154698
9	81	4.6807457687
9	82	6.29199537
9	83	4.3792254144
9	84	2.1576270234
9	85	6.0053112009
9	86	3.7269833184
9	87	6.3556100756
9	88	5.8849764941
9	89	5.5393477923
9	90	5.1896085773
9	91	2.1457817597
9	92	3.7858364907
9	93	2.3217209528
9	94	6.5712191935
9	95	5.2492251546
9	96	5.7488589453
9	97	2.9125176263
9	98	3.9990011943
9	99	5.2696998065
9	100	6.2821143285
9	101	4.2492071391
9	102	5.9169576689
9	103	4.120286516
9	104	6.5962472095
9	105	5.6549074802
9	106	6.3215818537
9	107	6.8470999323
9	108	4.1387068635
9	109	4.0309140775
9	110	3.1649612739
9	111	4.3281591466
9	112	6.5247233261
9	113	6.3443653404
9	114	6.0196085763
9	115	4.7940069944
9	116	3.8259581722
9	117	3.4880740975
9	118	5.7198279163
9	119	4.3468039731
9	120	2.9406114723
9	121	4.6711294882
9	122	5.3303008314
9	123	6.4796138138
9	124	3.3783155598
9	125	5.1623768123
9	126	3.6039779208
9	127	3.8149639512
9	128	3.8612062102
9	129	3.4512895264
9	130	3.4642219858
9	131	4.2691502363
9	132	5.7519483053
9	133	4.3376167041
9	134	2.0696811616
9	135	4.6548036806
9	136	2.6850679548
9	137	3.3116715738
9	138	6.1022850988
9	139	2.9976704912
9	140	5.5775343485
9	141	6.6526806195
9	142	2.1231949311
9	143	3.005815105
9	144	4.5328146003
9	145	5.5771227528
9	146	4.1620277372
9	147	5.5578744898
9	148	5.3007842597
9	149	3.367159533
9	150	5.6665599997
9	151	4.75896866
9	152	3.9816235672
9	153	5.6454427725
9	154	5.6763644003
9	155	2.8244327692
9	156	3.171027483
9	157	2.4470497418
9	158	4.6810512169
9	159	6.5648573104
9	160	4.2218131843
9	161	4.9120848015
9	162	2.2497526935
9	163	4.3299215465
9	164	3.9867931758
9	165	5.3587080023
9	166	6.0664725886
9	167	2.3321295932
9	168	6.1424715771
9	169	6.7056143776
9	170	2.5709259238
9	171	6.3024517709
9	172	4.636451599
9	173	5.7631370028
9	174	5.8073322334
9	175	2.3389805045
9	176	6.1614592933
9	177	5.3097910082
9	178	5.7234597694
9	179	6.2409329183
9	180	4.5145814091
9	181	2.3737059237
9	182	4.858124861
9	183	2.9372790977
9	184	6.8297173645
9	185	2.0615840173
9	186	5.783891091
9	187	4.604299296
9	188	4.362601516
9	189	6.6481353951
9	190	5.3964884786
9	191	5.920531291
9	192	6.4450592107
9	193	3.5763249745
9	194	5.3280074426
9	195	3.0488015511
9	196	6.9024030892
9	197	4.457522176
9	198	6.3845189453
9	199	2.2949358734
9	200	3.3745171793
9	201	2.8788409461
9	202	3.7539604109
9	203	2.943165373
9	204	4.4868158612
9	205	3.0877407394
9	206	6.8933886061
9	207	4.8729371949
9	208	2.6365790617
9	209	6.4575989803
9	210	6.3709351189
9	211	5.8473405055
9	212	6.7962663322
9	213	5.0538147656
9	214	4.1967432961
9	215	2.6721240751
9	216	6.2997184369
10	11	3.1937356862
10	12	3.7208952511
10	13	6.0936920322
10	14	6.76433594
10	15	2.5659279882
10	16	5.8149899961
10	17	2.0026989286
10	18	2.4832446088
10	19	4.0374858692
10	20	5.6947847897
10	21	6.9057309213
10	22	2.9890656853
10	23	6.4378145828
10	24	2.7045526946
10	25	6.7147477952
10	26	3.4454691608
10	27	5.4092561055
10	28	4.5998067728
10	29	5.7747346767
10	30	4.3532453959
10	31	2.4245747511
10	32	6.3614239988
10	33	4.9827888859
10	34	4.0313102226
10	35	3.5975474597
10	36	3.349894284
10	37	3.0592781268
10	38	5.6629668151
10	39	2.1566377399
10	40	3.5746012989
10	41	4.3532439966
10	42	6.6120524358
10	43	6.2448334672
10	44	3.5107490874
10	45	4.5383808662
10	46	4.1818009728
10	47	5.6714582791
10	48	6.4068628128
10	49	2.9293397427
10	50	2.5255889848
10	51	3.5421137384
10	52	2.3009394092
10	53	2.3811354215
10	54	6.7949293534
10	55	6.6210958155
10	56	3.681688757
10	57	6.1139387009
10	58	6.4730321339
10	59	3.1683218722
10	60	2.7509281862
10	61	6.8704957542
10	62	5.3912801386
10	63	6.9455211102
10	64	3.926026741
10	65	3.6819691689
10	66	6.8742341576
10	67	4.4958229216
10	68	4.3689627565
10	69	2.427201011
10	70	2.5108350238
10	71	4.8257538205
10	72	3.1440082389
10	73	3.0476741502
10	74	3.6486711109
10	75	6.9202771554
10	76	6.7526536741
10	77	3.7195809478
10	78	4.413310568
10	79	4.7192900319
10	80	5.4523276349
10	81	2.405340302
10	82	4.4148142931
10	83	5.4738237194
10	84	5.1851261031
10	85	5.0501716808
10	86	6.0054302425
10	87	2.5583326335
10	88	4.8348791263
10	89	6.9705851753
10	90	3.2090518424
10	91	3.6726142083
10	92	3.2074723706
10	93	5.9816604131
10	94	3.9937425139
10	95	5.9160790103
10	96	2.3224763951
10	97	6.3482415445
10	98	5.1726259567
10	99	5.7206276966
10	100	5.3349119329
10	101	4.8610729952
10	102	3.9142025369
10	103	6.3947146621
10	104	2.7311371135
10	105	6.7656749304
10	106	5.0369485696
10	107	2.113296148
10	108	5.8018866087
10	109	2.9120789384
10	110	5.3860360637
10	111	3.9429027834
10	112	6.7989552048
10	113	6.2703640667
10	114	2.1684146794
10	115	2.1610188653
10	116	4.4917024525
10	117	2.1751323581
10	118	6.6143419387
10	119	6.1630005646
10	120	4.5963294495
10	121	3.7094011869
10	122	6.7195642813
10	123	6.4179740662
10	124	3.2740681629
10	125	2.340588391
10	126	5.2684236314
10	127	4.3369498958
10	128	3.0681987442
10	129	6.4175399115
10	130	5.2717202503
10	131	4.8274382315
10	132	3.0748842876
10	133	6.6039195636
10	134	6.120751279
10	135	5.3732720969
10	136	4.0694261031
10	137	2.3665847566
10	138	3.1124895076
10	139	3.9452000302
10	140	2.6446584434
10	141	4.9312857068
10	142	5.417645266
10	143	3.4982547851
10	144	6.489088149
10	145	3.1246640846
10	146	5.7692400621
10	147	5.9391856985
10	148	3.4658214461
10	149	6.478413644
10	150	6.023797486
10	151	6.8615369922
10	152	3.427800067
10	153	4.0132960388
10	154	6.0651564994
10	155	6.3202928614
10	156	3.807201147
10	157	6.2658001717
10	158	4.3674712108
10	159	4.3686810198
10	160	5.4483944105
10	161	4.5856482087
10	162	6.124962112
10	163	5.478589318
10	164	5.4480008522
10	165	6.6201373845
10	166	5.9460424166
10	167	4.9680548436
10	168	2.0888744439
10	169	4.9854282658
10	170	6.5011259846
10	171	5.6900758644
10	172	2.5124163677
10	173	6.0662383004
10	174	2.114375013
10	175	5.4069660322
10	176	3.1024916433
10	177	6.330477642
10	178	5.3974501157
10	179	2.1234708564
10	180	6.651750326
10	181	5.7508300896
10	182	4.4705744663
10	183	4.5323523593
10	184	6.5573760218
10	185	5.7479930808
10	186	2.9613133669
10	187	6.9384580436
10	188	4.9602280878
10	189	2.6589418909
10	190	3.7678460045
10	191	2.5345082379
10	192	2.3563572561
10	193	3.0560850618
10	194	2.1487555123
10	195	5.4785386913
10	196	6.3174097963
10	197	3.5749717953
10	198	2.0474843825
10	199	3.1473295098
10	200	5.4566088666
10	201	5.1519632242
10	202	3.8054211777
10	203	5.1659709351
10	204	3.9058870323
10	205	3.9507482564
10	206	5.7993817561
10	207	5.2038719245
10	208	2.0730156876
10	209	2.0232883822
10	210	2.7636510771
10	211	6.1956884294
10	212	3.298043002
10	213	6.6013555278
10	214	5.5947327286
10	215	3.6349360424
10	216	6.4796292761
11	12	5.0604465017
11	13	6.9581800075
11	14	4.7700616176
11	15	2.1469836781
11	16	5.6748042464
11	17	3.3056880428
11	18	3.0876664129
11	19	4.0928064557
11	20	4.1625885424
11	21	4.6799626102
11	22	2.5428172092
11	23	4.7754690581
11	24	4.643159834
11	25	4.1755440846
11	26	4.0794769409
11	27	6.3232501039
11	28	2.6519903059
11	29	5.766075605
11	30	5.6004514148
11	31	4.1879684237
11	32	2.4274667406
11	33	6.4013039905
11	34	5.9513401286
11	35	2.884278126
11	36	3.8846582537
11	37	6.1597302696
11	38	5.0399131556
11	39	2.817811401
11	40	3.6012078601
11	41	4.3743661714
11	42	5.9219610551
11	43	4.5946280582
11	44	4.1184165762
11	45	3.87830265
11	46	4.35257235
11	47	5.8494695671
11	48	3.7858140831
11	49	6.9228611146
11	50	5.9022220619
11	51	5.7036161352
11	52	3.4860434278
11	53	5.3964707206
11	54	2.3729311262
11	55	2.1118878555
11	56	6.2764122571
11	57	3.1606660095
11	58	2.7344946362
11	59	3.5106702952
11	60	2.9467541221
11	61	5.320669226
11	62	3.3997464308
11	63	4.859071881
11	64	3.1651519482
11	65	5.9516241913
11	66	3.7511209877
11	67	2.4029797462
11	68	6.9829308945
11	69	3.4015657322
11	70	3.822361139
11	71	2.170103598
11	72	2.5295707917
11	73	3.5067153687
11	74	4.946495471
11	75	6.0462241248
11	76	4.5927267352
11	77	5.848078858
11	78	3.446976213
11	79	2.7213511717
11	80	5.6164785682
11	81	5.1642330639
11	82	4.3471825604
11	83	4.3595025169
11	84	6.4978410003
11	85	6.4893945332
11	86	5.1722913674
11	87	5.4901462907
11	88	2.3404987163
11	89	6.1015401455
11	90	4.5025333825
11	91	6.9024535878
11	92	2.7234065308
11	93	2.6552877303
11	94	6.2418097329
11	95	3.8606150345
11	96	6.0703976103
11	97	2.0361542707
11	98	6.3195975639
11	99	3.7956970151
11	100	3.0009128675
11	101	5.7030769599
11	102	5.8753235428
11	103	3.7752797654
11	104	2.8036394514
11	105	2.2023657599
11	106	5.2995787022
11	107	5.9957086178
11	108	3.4392800962
11	109	3.6155693525
11	110	2.9376286487
11	111	4.9075671536
11	112	4.0064311042
11	113	5.8983785915
11	114	3.4944443975
11	115	4.9456894207
11	116	4.5371135108
11	117	5.4277089701
11	118	2.9707243163
11	119	4.5798023877
11	120	2.091116908
11	121	5.9096047864
11	122	4.0750948494
11	123	6.6088165695
11	124	6.8960169684
11	125	6.1283509667
11	126	2.430095161
11	127	5.77703899
11	128	2.0059456844
11	129	2.1817563969
11	130	6.9444994912
11	131	2.6944683942
11	132	6.3478150337
11	133	3.3308616734
11	134	2.2137449501
11	135	6.2573570457
11	136	5.1568065184
11	137	5.0730707399
11	138	6.0381430271
11	139	4.5319702143
11	140	2.0244515366
11	141	2.4434939942
11	142	2.1445211424
11	143	6.4401298135
11	144	6.8047024616
11	145	5.2018678813
11	146	2.909400918
11	147	4.722176466
11	148	3.8887496492
11	149	5.2155138269
11	150	3.3638105506
11	151	6.1350951717
11	152	3.2762081489
11	153	3.5520241678
11	154	5.4187391556
11	155	5.9206495178
11	156	6.5919113371
11	157	4.4003416358
11	158	6.7210804674
11	159	6.7708761924
11	160	2.5808974549
11	161	4.2838507208
11	162	3.3667898562
11	163	3.5064425005
11	164	5.579831132
11	165	3.460626885
11	166	5.5458444983
11	167	3.4298611327
11	168	2.7683983705
11	169	5.5799434728
11	170	5.6805964604
11	171	4.4484953296
11	172	6.0437051882
11	173	2.6915954527
11	174	2.2018536139
11	175	3.8412241395
11	176	3.1740176315
11	177	6.6718353777
11	178	5.5004181361
11	179	6.3824273182
11	180	4.446376119
11	181	6.9373220233
11	182	3.049328703
11	183	3.7795701682
11	184	3.3880750194
11	185	2.4902273931
11	186	4.5314343476
11	187	3.5727902374
11	188	3.3026277401
11	189	3.3269242325
11	190	4.5579831179
11	191	3.8141846437
11	192	4.7524804779
11	193	6.4812116048
11	194	2.4967661554
11	195	2.6661803837
11	196	2.7577608785
11	197	5.2289391818
11	198	4.2744569193
11	199	6.97207921
11	200	4.8925075326
11	201	5.8592399768
11	202	5.50849403
